Lead_ID,Lead_Date,MQL_Date,SQL_Date,Opportunity_Date,Won_Date,Deal_Value,Sales_Cycle_Days,Company_Name,Industry,Company_Size,Region,Lead_Source,Sales_Rep,Product_Interest,Engagement_Score,Lead_Status
L00203,2025-05-17,2025-05-19,2025-05-26,2025-06-05,2025-06-16,185780,30.0,Company_203,Technology,Small,South,LinkedIn,Rahul,CRM Software,46,Lead
L00204,2025-03-30,2025-04-06,,,,0,,Company_204,Finance,Mid-Market,South,Google Ads,Sneha,Cybersecurity,94,Lost
L00205,2025-05-04,2025-05-05,2025-05-11,2025-05-23,,525871,,Company_205,Education,Enterprise,East,Referral,Priya,Cybersecurity,39,Lead
L00206,2025-05-06,2025-05-10,2025-05-15,2025-05-27,2025-06-07,936653,32.0,Company_206,Technology,Small,South,Referral,Rahul,CRM Software,12,Lost
L00207,2025-09-15,,,,,0,,Company_207,Healthcare,Mid-Market,North,Webinar,Vikash,CRM Software,95,Lead
L00208,2025-10-18,2025-10-23,2025-11-01,,,0,,Company_208,Healthcare,Mid-Market,Central,Google Ads,Amit,ERP Software,39,MQL
L00209,2025-03-01,,,,,0,,Company_209,Finance,Small,East,Trade Show,Amit,ERP Software,30,Lead
L00210,2025-11-06,2025-11-09,2025-11-19,2025-11-22,,898978,,Company_210,Retail,Mid-Market,South,Website,Neha,Cloud Solutions,78,MQL
L00211,2025-10-14,2025-10-17,2025-10-21,,,0,,Company_211,Finance,Small,West,Webinar,Amit,CRM Software,21,MQL
L00212,2025-12-20,2025-12-21,2025-12-27,,,0,,Company_212,Manufacturing,Small,Central,Trade Show,Priya,ERP Software,55,MQL
L00213,2025-11-23,2025-11-26,,,,0,,Company_213,Retail,Enterprise,North,Email Campaign,Vikash,Analytics Platform,44,MQL
L00214,2025-02-26,,,,,0,,Company_214,Retail,Small,North,LinkedIn,Neha,ERP Software,15,Won
L00215,2025-06-30,2025-07-07,,,,0,,Company_215,Education,Enterprise,East,LinkedIn,Neha,ERP Software,36,Opportunity
L00216,2025-09-22,2025-09-27,2025-10-03,2025-10-12,2025-10-18,997235,26.0,Company_216,Retail,Enterprise,West,Website,Neha,Analytics Platform,24,Opportunity
L00217,2025-08-16,2025-08-20,2025-08-24,,,0,,Company_217,Manufacturing,Enterprise,East,Email Campaign,Arjun,Cybersecurity,77,Won
L00218,2025-03-18,2025-03-20,,,,0,,Company_218,Retail,Mid-Market,North,LinkedIn,Vikash,CRM Software,81,Opportunity
L00219,2025-08-12,2025-08-18,2025-08-27,2025-09-01,2025-09-15,614890,34.0,Company_219,Technology,Small,North,LinkedIn,Vikash,Analytics Platform,11,MQL
L00220,2025-03-10,2025-03-16,2025-03-21,2025-03-29,,362950,,Company_220,Education,Small,North,Google Ads,Rahul,ERP Software,39,Lead
L00221,2025-11-23,2025-11-28,,,,0,,Company_221,Manufacturing,Enterprise,South,Referral,Sneha,ERP Software,15,Opportunity
L00222,2025-02-10,,,,,0,,Company_222,Manufacturing,Small,West,Trade Show,Vikash,Analytics Platform,54,Lead
L00223,2025-12-29,,,,,0,,Company_223,Retail,Small,South,LinkedIn,Priya,ERP Software,53,Won
L00224,2025-04-20,,,,,0,,Company_224,Manufacturing,Enterprise,East,Google Ads,Vikash,ERP Software,12,MQL
L00225,2025-08-09,2025-08-13,,,,0,,Company_225,Manufacturing,Enterprise,North,Webinar,Amit,Cybersecurity,74,SQL
L00226,2025-11-14,2025-11-20,,,,0,,Company_226,Education,Small,West,Google Ads,Rahul,ERP Software,34,Lead
L00227,2025-07-23,2025-07-30,,,,0,,Company_227,Technology,Small,East,Referral,Arjun,CRM Software,45,Lead
L00228,2025-01-28,,,,,0,,Company_228,Technology,Enterprise,Central,Website,Arjun,Cloud Solutions,21,Lead
L00229,2025-12-26,2026-01-01,2026-01-05,2026-01-17,2026-02-12,651494,48.0,Company_229,Logistics,Small,West,Google Ads,Vikash,Cloud Solutions,40,MQL
L00230,2025-03-13,,,,,0,,Company_230,Healthcare,Enterprise,North,Referral,Vikash,ERP Software,65,Opportunity
L00231,2025-03-28,2025-03-31,,,,0,,Company_231,Education,Small,Central,Webinar,Neha,Analytics Platform,10,SQL
L00232,2025-08-18,2025-08-19,2025-08-22,2025-08-27,2025-09-17,399788,30.0,Company_232,Finance,Small,North,Email Campaign,Vikash,CRM Software,10,Lead
L00233,2025-08-22,,,,,0,,Company_233,Retail,Enterprise,North,Webinar,Sneha,ERP Software,12,Lead
L00234,2025-01-21,,,,,0,,Company_234,Retail,Mid-Market,East,Website,Arjun,Cloud Solutions,21,SQL
L00235,2025-10-08,2025-10-09,2025-10-14,,,0,,Company_235,Technology,Enterprise,East,Webinar,Arjun,Cloud Solutions,53,Lead
L00236,2025-03-22,2025-03-27,2025-04-05,,,0,,Company_236,Technology,Mid-Market,West,LinkedIn,Amit,Cybersecurity,78,Opportunity
L00237,2025-01-29,,,,,0,,Company_237,Technology,Enterprise,Central,Google Ads,Sneha,Analytics Platform,73,Lead
L00238,2025-09-14,,,,,0,,Company_238,Retail,Mid-Market,North,LinkedIn,Sneha,CRM Software,29,Lead
L00239,2025-09-30,2025-10-05,2025-10-10,,,0,,Company_239,Retail,Enterprise,South,Website,Sneha,Analytics Platform,74,SQL
L00240,2025-06-20,2025-06-21,2025-06-27,,,0,,Company_240,Manufacturing,Mid-Market,North,Webinar,Neha,Analytics Platform,38,Lead
L00241,2025-03-14,2025-03-20,2025-03-29,2025-04-05,,410599,,Company_241,Finance,Small,East,Google Ads,Neha,Cybersecurity,41,SQL
L00242,2025-11-16,,,,,0,,Company_242,Education,Small,Central,Email Campaign,Amit,ERP Software,48,MQL
L00243,2025-09-07,2025-09-13,2025-09-15,,,0,,Company_243,Finance,Mid-Market,South,Google Ads,Vikash,ERP Software,52,Lead
L00244,2025-03-03,2025-03-08,,,,0,,Company_244,Retail,Enterprise,South,LinkedIn,Sneha,Cybersecurity,67,SQL
L00245,2025-03-14,2025-03-20,2025-03-25,2025-04-03,2025-05-03,413356,50.0,Company_245,Education,Mid-Market,North,Google Ads,Arjun,Cybersecurity,86,Opportunity
L00246,2025-07-20,2025-07-27,2025-07-31,,,0,,Company_246,Healthcare,Enterprise,North,Website,Neha,Analytics Platform,36,Lead
L00247,2025-12-27,2025-12-28,,,,0,,Company_247,Technology,Enterprise,West,Webinar,Priya,Cybersecurity,64,Lead
L00248,2025-02-22,2025-02-28,,,,0,,Company_248,Education,Mid-Market,East,Referral,Neha,Analytics Platform,52,MQL
L00249,2025-08-27,,,,,0,,Company_249,Technology,Mid-Market,West,LinkedIn,Vikash,Cybersecurity,51,Lead
L00250,2025-04-22,,,,,0,,Company_250,Finance,Enterprise,South,Webinar,Priya,Cybersecurity,81,Lost
L00251,2025-07-10,,,,,0,,Company_251,Technology,Enterprise,West,Google Ads,Vikash,CRM Software,22,MQL
L00252,2025-04-25,2025-04-29,,,,0,,Company_252,Technology,Mid-Market,East,Referral,Arjun,ERP Software,77,Lost
L00253,2025-02-12,,,,,0,,Company_253,Manufacturing,Mid-Market,East,Website,Arjun,ERP Software,55,Lost
L00254,2025-08-02,2025-08-05,,,,0,,Company_254,Technology,Small,North,LinkedIn,Vikash,ERP Software,11,Lead
L00255,2025-08-14,,,,,0,,Company_255,Manufacturing,Enterprise,West,Webinar,Vikash,Cybersecurity,88,Lead
L00256,2025-07-19,,,,,0,,Company_256,Technology,Mid-Market,West,LinkedIn,Neha,Cloud Solutions,20,Won
L00257,2025-10-07,2025-10-10,2025-10-19,2025-10-22,2025-10-28,142088,21.0,Company_257,Healthcare,Mid-Market,West,LinkedIn,Vikash,CRM Software,17,MQL
L00258,2025-10-29,2025-11-01,,,,0,,Company_258,Manufacturing,Small,North,LinkedIn,Amit,Analytics Platform,22,Won
L00259,2025-01-01,2025-01-04,2025-01-10,,,0,,Company_259,Healthcare,Small,South,Trade Show,Amit,ERP Software,20,Won
L00260,2025-02-16,2025-02-21,2025-02-27,2025-03-14,2025-03-25,808929,37.0,Company_260,Logistics,Small,West,LinkedIn,Arjun,CRM Software,52,SQL
L00261,2025-07-04,2025-07-11,2025-07-14,,,0,,Company_261,Education,Enterprise,North,Webinar,Rahul,CRM Software,61,Lost
L00262,2025-09-19,2025-09-26,2025-10-02,,,0,,Company_262,Education,Enterprise,East,Trade Show,Vikash,CRM Software,84,SQL
L00263,2025-12-13,2025-12-17,2025-12-20,2025-12-28,2026-01-07,988579,25.0,Company_263,Healthcare,Small,West,Website,Rahul,ERP Software,34,MQL
L00264,2025-09-06,2025-09-09,2025-09-18,,,0,,Company_264,Retail,Enterprise,Central,Webinar,Rahul,ERP Software,47,Lost
L00265,2025-12-12,2025-12-19,2025-12-28,2026-01-02,,58640,,Company_265,Finance,Mid-Market,East,Email Campaign,Neha,CRM Software,14,MQL
L00266,2025-09-07,,,,,0,,Company_266,Technology,Mid-Market,Central,Website,Vikash,Cybersecurity,76,MQL
L00267,2025-06-11,2025-06-16,2025-06-23,,,0,,Company_267,Technology,Enterprise,East,Website,Sneha,Cloud Solutions,77,Lead
L00268,2025-09-21,2025-09-27,2025-09-29,,,0,,Company_268,Finance,Mid-Market,South,Website,Arjun,Analytics Platform,41,Lost
L00269,2025-06-23,,,,,0,,Company_269,Finance,Mid-Market,East,Trade Show,Amit,Cloud Solutions,74,MQL
L00270,2025-02-16,,,,,0,,Company_270,Education,Small,West,Trade Show,Amit,CRM Software,53,Lead
L00271,2025-12-09,2025-12-10,,,,0,,Company_271,Education,Enterprise,West,Trade Show,Arjun,Cybersecurity,95,Lead
L00272,2025-11-02,,,,,0,,Company_272,Retail,Enterprise,Central,Referral,Rahul,Cybersecurity,33,Lead
L00273,2025-03-16,2025-03-22,,,,0,,Company_273,Technology,Small,East,Trade Show,Vikash,CRM Software,95,Opportunity
L00274,2025-07-27,,,,,0,,Company_274,Retail,Small,West,Email Campaign,Amit,Cybersecurity,90,Lead
L00275,2025-04-15,2025-04-19,,,,0,,Company_275,Healthcare,Small,South,Referral,Rahul,CRM Software,60,Opportunity
L00276,2025-11-01,2025-11-02,,,,0,,Company_276,Manufacturing,Small,Central,Trade Show,Arjun,Cybersecurity,92,Lead
L00277,2025-03-19,,,,,0,,Company_277,Finance,Small,North,Website,Sneha,Analytics Platform,37,Lead
L00278,2025-07-06,2025-07-12,2025-07-21,,,0,,Company_278,Finance,Enterprise,Central,Website,Rahul,Cloud Solutions,24,Opportunity
L00279,2025-07-13,2025-07-17,2025-07-20,2025-07-29,,883325,,Company_279,Education,Enterprise,East,Trade Show,Sneha,Cloud Solutions,45,SQL
L00280,2025-06-28,2025-07-05,2025-07-12,2025-07-20,,490034,,Company_280,Manufacturing,Mid-Market,South,Webinar,Sneha,Cloud Solutions,93,Lead
L00281,2025-11-03,2025-11-04,2025-11-06,,,0,,Company_281,Healthcare,Enterprise,West,Email Campaign,Neha,ERP Software,79,Lead
L00282,2025-01-28,2025-02-01,2025-02-08,2025-02-23,,682670,,Company_282,Technology,Enterprise,North,LinkedIn,Neha,Analytics Platform,75,Lead
L00283,2025-12-01,,,,,0,,Company_283,Manufacturing,Enterprise,North,Referral,Amit,Cybersecurity,34,MQL
L00284,2025-04-16,,,,,0,,Company_284,Logistics,Mid-Market,Central,LinkedIn,Neha,Cybersecurity,47,Lead
L00285,2025-06-04,2025-06-09,,,,0,,Company_285,Education,Small,East,Referral,Amit,Cybersecurity,56,Lead
L00286,2025-07-28,,,,,0,,Company_286,Education,Mid-Market,North,Trade Show,Rahul,CRM Software,61,Lead
L00287,2025-01-26,,,,,0,,Company_287,Logistics,Mid-Market,Central,LinkedIn,Amit,Cybersecurity,74,MQL
L00288,2025-10-24,,,,,0,,Company_288,Healthcare,Small,South,Google Ads,Vikash,Cybersecurity,12,Opportunity
L00289,2025-08-03,2025-08-05,2025-08-14,,,0,,Company_289,Retail,Small,North,Website,Arjun,CRM Software,100,MQL
L00290,2025-07-23,,,,,0,,Company_290,Retail,Mid-Market,Central,Trade Show,Arjun,Analytics Platform,19,SQL
L00291,2025-05-26,2025-05-29,,,,0,,Company_291,Retail,Mid-Market,South,Referral,Arjun,Analytics Platform,72,Lead
L00292,2025-05-07,2025-05-08,2025-05-14,,,0,,Company_292,Finance,Mid-Market,South,Google Ads,Rahul,CRM Software,56,Lost
L00293,2025-04-24,2025-04-25,,,,0,,Company_293,Technology,Small,West,Referral,Vikash,Cybersecurity,20,Lost
L00294,2025-10-15,2025-10-17,2025-10-25,2025-11-02,,281713,,Company_294,Logistics,Enterprise,North,Webinar,Sneha,Cloud Solutions,44,MQL
L00295,2025-01-14,,,,,0,,Company_295,Technology,Mid-Market,North,Google Ads,Amit,Cloud Solutions,58,Lost
L00296,2025-05-28,,,,,0,,Company_296,Finance,Enterprise,Central,Google Ads,Priya,Analytics Platform,43,Won
L00297,2025-09-22,2025-09-25,2025-10-03,2025-10-10,2025-11-04,796283,43.0,Company_297,Technology,Enterprise,South,Email Campaign,Arjun,Analytics Platform,18,Lead
L00298,2025-07-01,2025-07-07,2025-07-09,2025-07-20,2025-08-06,403178,36.0,Company_298,Manufacturing,Small,Central,Webinar,Vikash,Cloud Solutions,19,Opportunity
L00299,2025-07-02,2025-07-09,2025-07-12,2025-07-15,2025-08-11,939683,40.0,Company_299,Manufacturing,Mid-Market,Central,Website,Rahul,Cloud Solutions,51,SQL
L00300,2025-07-06,2025-07-10,,,,0,,Company_300,Technology,Mid-Market,South,Trade Show,Rahul,CRM Software,63,Won
L00301,2025-08-26,2025-08-30,2025-09-01,2025-09-04,,685952,,Company_301,Education,Mid-Market,South,Webinar,Priya,Cloud Solutions,93,Lead
L00302,2025-08-23,,,,,0,,Company_302,Logistics,Enterprise,South,Website,Arjun,Cloud Solutions,44,MQL
L00303,2025-04-12,,,,,0,,Company_303,Logistics,Enterprise,West,Website,Vikash,Cloud Solutions,46,MQL
L00304,2025-08-06,,,,,0,,Company_304,Education,Enterprise,North,Trade Show,Vikash,Cloud Solutions,70,SQL
L00305,2025-11-29,,,,,0,,Company_305,Logistics,Mid-Market,Central,Email Campaign,Amit,Analytics Platform,25,Opportunity
L00306,2025-07-06,2025-07-08,2025-07-13,2025-07-22,2025-08-13,190827,38.0,Company_306,Healthcare,Mid-Market,South,Website,Sneha,Cloud Solutions,24,Lost
L00307,2025-11-17,,,,,0,,Company_307,Manufacturing,Mid-Market,Central,Website,Sneha,CRM Software,33,Lead
L00308,2025-12-11,,,,,0,,Company_308,Manufacturing,Mid-Market,Central,Website,Rahul,Analytics Platform,53,MQL
L00309,2025-12-30,,,,,0,,Company_309,Finance,Mid-Market,South,Trade Show,Amit,Cybersecurity,41,Opportunity
L00310,2025-11-24,,,,,0,,Company_310,Healthcare,Enterprise,West,Google Ads,Sneha,Cloud Solutions,57,SQL
L00311,2025-02-13,2025-02-18,2025-02-23,2025-03-06,2025-04-05,594175,51.0,Company_311,Technology,Mid-Market,West,Trade Show,Priya,Analytics Platform,100,Lost
L00312,2025-07-29,2025-07-31,2025-08-02,2025-08-16,,917421,,Company_312,Technology,Small,North,Trade Show,Neha,CRM Software,19,Lead
L00313,2025-05-16,2025-05-21,2025-05-25,2025-06-06,2025-06-12,784096,27.0,Company_313,Finance,Enterprise,South,Email Campaign,Neha,CRM Software,32,Lead
L00314,2025-08-13,2025-08-14,2025-08-24,,,0,,Company_314,Logistics,Enterprise,Central,Trade Show,Neha,ERP Software,71,SQL
L00315,2025-05-13,,,,,0,,Company_315,Finance,Small,East,Webinar,Sneha,CRM Software,83,Lead
L00316,2025-11-08,2025-11-12,,,,0,,Company_316,Healthcare,Mid-Market,East,Website,Amit,CRM Software,77,Lead
L00317,2025-09-24,2025-09-28,,,,0,,Company_317,Healthcare,Enterprise,West,Google Ads,Vikash,Analytics Platform,26,MQL
L00318,2025-06-25,,,,,0,,Company_318,Manufacturing,Mid-Market,South,Referral,Vikash,Cybersecurity,92,SQL
L00319,2025-04-01,,,,,0,,Company_319,Logistics,Small,East,Referral,Vikash,CRM Software,71,MQL
L00320,2025-02-01,2025-02-05,2025-02-07,2025-02-20,2025-03-11,641185,38.0,Company_320,Finance,Small,East,Referral,Arjun,ERP Software,17,MQL
L00321,2025-04-24,2025-04-29,2025-05-07,,,0,,Company_321,Healthcare,Enterprise,Central,Google Ads,Priya,Cloud Solutions,50,MQL
L00322,2025-08-30,,,,,0,,Company_322,Retail,Enterprise,South,Website,Sneha,Cybersecurity,82,MQL
L00323,2025-03-11,2025-03-12,,,,0,,Company_323,Manufacturing,Mid-Market,South,Google Ads,Priya,Analytics Platform,20,SQL
L00324,2025-05-01,2025-05-07,2025-05-12,,,0,,Company_324,Finance,Mid-Market,Central,Referral,Neha,Cloud Solutions,75,Lead
L00325,2025-09-22,,,,,0,,Company_325,Education,Enterprise,South,Webinar,Rahul,Analytics Platform,64,MQL
L00326,2025-12-31,2026-01-03,,,,0,,Company_326,Finance,Mid-Market,South,Website,Priya,ERP Software,40,Won
L00327,2025-03-06,2025-03-09,2025-03-14,2025-03-17,,816272,,Company_327,Retail,Enterprise,West,LinkedIn,Sneha,ERP Software,86,Won
L00328,2025-10-30,,,,,0,,Company_328,Education,Small,West,LinkedIn,Rahul,ERP Software,34,Lost
L00329,2025-09-06,2025-09-12,2025-09-14,2025-09-19,2025-10-07,633812,31.0,Company_329,Technology,Mid-Market,East,LinkedIn,Sneha,Cybersecurity,62,Opportunity
L00330,2025-10-17,2025-10-18,,,,0,,Company_330,Healthcare,Small,North,Website,Sneha,ERP Software,35,Lost
L00331,2025-01-17,2025-01-21,,,,0,,Company_331,Technology,Small,West,Email Campaign,Neha,CRM Software,39,Lead
L00332,2025-09-14,2025-09-17,2025-09-26,,,0,,Company_332,Logistics,Small,North,Google Ads,Priya,Analytics Platform,92,Lead
L00333,2025-08-29,,,,,0,,Company_333,Healthcare,Small,Central,LinkedIn,Amit,Analytics Platform,52,Opportunity
L00334,2025-12-06,,,,,0,,Company_334,Logistics,Enterprise,East,Email Campaign,Amit,CRM Software,13,SQL
L00335,2025-05-21,,,,,0,,Company_335,Technology,Enterprise,East,Email Campaign,Rahul,ERP Software,28,MQL
L00336,2025-03-14,2025-03-19,2025-03-21,,,0,,Company_336,Healthcare,Mid-Market,Central,Webinar,Rahul,ERP Software,22,Won
L00337,2025-09-16,,,,,0,,Company_337,Education,Mid-Market,Central,Website,Rahul,Cybersecurity,83,Lead
L00338,2025-04-25,2025-04-26,2025-05-06,2025-05-14,2025-06-01,404944,37.0,Company_338,Technology,Mid-Market,Central,Website,Priya,ERP Software,81,Lead
L00339,2025-07-17,2025-07-20,,,,0,,Company_339,Healthcare,Mid-Market,North,Email Campaign,Amit,Cybersecurity,85,Lead
L00340,2025-12-15,,,,,0,,Company_340,Technology,Mid-Market,North,Website,Priya,Analytics Platform,31,SQL
L00341,2025-09-10,,,,,0,,Company_341,Retail,Small,South,Webinar,Sneha,Cloud Solutions,87,MQL
L00342,2025-08-04,2025-08-06,2025-08-09,2025-08-20,,661012,,Company_342,Technology,Mid-Market,East,Webinar,Priya,CRM Software,10,Lead
L00343,2025-12-09,2025-12-16,2025-12-21,,,0,,Company_343,Healthcare,Small,East,LinkedIn,Arjun,Cybersecurity,59,Lead
L00344,2025-05-17,2025-05-23,2025-05-25,,,0,,Company_344,Logistics,Small,West,Trade Show,Vikash,Cloud Solutions,90,Lead
L00345,2025-03-02,2025-03-06,2025-03-11,2025-03-15,,444214,,Company_345,Logistics,Mid-Market,West,Trade Show,Arjun,Cybersecurity,83,Won
L00346,2025-04-16,2025-04-20,2025-04-28,,,0,,Company_346,Retail,Enterprise,East,Webinar,Rahul,ERP Software,18,Lead
L00347,2025-03-19,2025-03-22,,,,0,,Company_347,Education,Small,South,Email Campaign,Priya,CRM Software,68,MQL
L00348,2025-06-27,,,,,0,,Company_348,Education,Small,East,Email Campaign,Arjun,Analytics Platform,86,Opportunity
L00349,2025-12-09,2025-12-10,2025-12-16,,,0,,Company_349,Finance,Enterprise,South,Webinar,Rahul,Cloud Solutions,100,Lead
L00350,2025-04-18,2025-04-22,2025-04-27,,,0,,Company_350,Education,Enterprise,East,Referral,Neha,Cybersecurity,41,Won
L00351,2025-06-25,2025-06-26,2025-07-02,2025-07-16,2025-07-28,513318,33.0,Company_351,Technology,Mid-Market,South,LinkedIn,Vikash,Analytics Platform,78,SQL
L00352,2025-05-17,,,,,0,,Company_352,Healthcare,Small,North,LinkedIn,Rahul,Cloud Solutions,78,Lost
L00353,2025-12-07,,,,,0,,Company_353,Retail,Small,West,Trade Show,Neha,CRM Software,41,SQL
L00354,2025-01-29,2025-02-01,,,,0,,Company_354,Healthcare,Small,East,Webinar,Vikash,Cloud Solutions,28,MQL
L00355,2025-12-07,2025-12-14,2025-12-16,2025-12-24,2026-01-03,531652,27.0,Company_355,Healthcare,Enterprise,East,Google Ads,Amit,Cloud Solutions,51,Lead
L00356,2025-10-10,2025-10-13,,,,0,,Company_356,Manufacturing,Enterprise,East,Webinar,Neha,Analytics Platform,61,SQL
L00357,2025-04-09,2025-04-13,2025-04-15,,,0,,Company_357,Finance,Mid-Market,South,Referral,Vikash,Analytics Platform,78,MQL
L00358,2025-07-20,2025-07-26,,,,0,,Company_358,Finance,Small,South,Trade Show,Neha,ERP Software,53,Lead
L00359,2025-03-12,2025-03-19,,,,0,,Company_359,Manufacturing,Small,South,Webinar,Neha,CRM Software,59,Won
L00360,2025-11-14,2025-11-19,,,,0,,Company_360,Healthcare,Enterprise,Central,Google Ads,Rahul,ERP Software,25,SQL
L00361,2025-03-20,2025-03-21,2025-03-28,,,0,,Company_361,Manufacturing,Enterprise,East,LinkedIn,Priya,Cybersecurity,65,SQL
L00362,2025-01-06,,,,,0,,Company_362,Manufacturing,Enterprise,South,Email Campaign,Amit,Cybersecurity,84,Lead
L00363,2025-05-19,2025-05-26,2025-06-02,2025-06-15,2025-06-23,909119,35.0,Company_363,Finance,Mid-Market,West,Webinar,Arjun,Cloud Solutions,19,MQL
L00364,2025-06-06,,,,,0,,Company_364,Retail,Mid-Market,East,Referral,Rahul,Cybersecurity,42,Lead
L00365,2025-03-02,2025-03-07,,,,0,,Company_365,Retail,Small,West,Trade Show,Priya,Analytics Platform,16,MQL
L00366,2025-09-26,,,,,0,,Company_366,Finance,Enterprise,North,Webinar,Rahul,ERP Software,27,Lost
L00367,2025-06-29,2025-07-02,2025-07-11,2025-07-23,,576895,,Company_367,Finance,Mid-Market,East,Google Ads,Priya,ERP Software,11,SQL
L00368,2025-04-08,,,,,0,,Company_368,Retail,Enterprise,Central,Referral,Neha,Cybersecurity,31,Lost
L00369,2025-07-21,2025-07-27,2025-08-01,,,0,,Company_369,Finance,Enterprise,West,Referral,Neha,Analytics Platform,21,Lead
L00370,2025-03-07,2025-03-10,2025-03-16,2025-03-23,,640619,,Company_370,Finance,Small,West,Referral,Vikash,Cloud Solutions,58,Lead
L00371,2025-10-31,2025-11-03,,,,0,,Company_371,Manufacturing,Enterprise,Central,Trade Show,Priya,Cybersecurity,77,Lead
L00372,2025-03-13,2025-03-17,,,,0,,Company_372,Logistics,Small,North,Referral,Priya,Analytics Platform,71,MQL
L00373,2025-03-16,,,,,0,,Company_373,Education,Mid-Market,Central,Google Ads,Neha,ERP Software,33,Lost
L00374,2025-05-19,2025-05-22,,,,0,,Company_374,Manufacturing,Enterprise,South,Webinar,Amit,Cybersecurity,17,SQL
L00375,2025-05-25,2025-05-30,2025-06-07,,,0,,Company_375,Retail,Mid-Market,South,Webinar,Vikash,Cybersecurity,48,Won
L00376,2025-08-27,2025-08-31,2025-09-06,2025-09-19,2025-09-28,935538,32.0,Company_376,Retail,Mid-Market,West,LinkedIn,Arjun,Cybersecurity,10,Lead
L00377,2025-07-04,,,,,0,,Company_377,Technology,Mid-Market,North,Trade Show,Sneha,Analytics Platform,15,MQL
L00378,2025-04-04,2025-04-11,2025-04-18,2025-05-03,,684293,,Company_378,Healthcare,Small,East,Google Ads,Amit,CRM Software,13,Won
L00379,2025-03-01,2025-03-07,2025-03-15,2025-03-30,2025-04-17,867776,47.0,Company_379,Technology,Small,West,Webinar,Arjun,Cybersecurity,35,Won
L00380,2025-06-14,2025-06-19,,,,0,,Company_380,Healthcare,Small,South,Referral,Priya,Analytics Platform,20,MQL
